name,brand,slug,price,gender,category,concentration,scent_notes,intensity,occasion,description,stock_quantity,is_available,image
Mon Paris,Yves Saint Laurent,yves-saint-laurent-mon-paris-k,200,K,fresh,edp,"Top: strawberry, raspberry, pear, bergamot; Heart: peony, jasmine, datura, orange blossom; Base: patchouli, white musk, vanilla, cedar",light,special,"Mon Paris to słodka, kwiatowo-owocowa kompozycja dla kobiet, która jest nowoczesną interpretacją miłości i pasji. Otwiera się soczystym koktajlem czerwonych owoców: truskawki, maliny i gruszki z bergamotką. W sercu romantyczny bukiet z piwonii, jaśminu, durmana i kwiatu pomarańczy. Baza z paczuli, białego piżma i wanilii tworzy słodki, otulający finisz. Idealny na wieczorne wyjścia i romantyczne okazje.",10,True,products/IMG-20260409-WA0288.jpg
La Vie Est Belle,Lancôme,lancome-la-vie-est-belle-k-2,200,K,floral,edp,"Top: black currant, pear; Heart: iris, jasmine, orange blossom; Base: patchouli, tonka bean, vanilla, praline",strong,daily,"La Vie Est Belle to kultowa, słodko-kwiatowa kompozycja, która jest olfaktorycznym tłumaczeniem szczęścia. Otwiera się soczystymi nutami czarnej porzeczki i gruszki. W sercu dominuje bukiet kwiatów: jaśmin, pudrowy irys i słodki kwiat pomarańczy. Baza z paczuli, fasolki tonka, wanilii i praliné tworzy ciepły, otulający i długotrwały finisz. Idealny dla kobiet na co dzień, dodający pewności siebie.",10,True,products/IMG-20260409-WA0289.jpg
Poeme,Lancôme,lancome-poeme-k-1,200,K,floral,edp,"Top: blue himalayan poppy, lychee, bergamot; Heart: mimosa, jasmine, orange blossom; Base: vanilla, datura, musk",strong,special,"Poême to promienna, kwiatowa kompozycja dla kobiet, która oddaje kontrast między chłodem a ciepłem. Otwiera się lodowatym akcentem himalajskiego niebieskiego maku i liczi. W sercu rozkwita słoneczny bukiet mimozy, jaśminu i kwiatu pomarańczy. Baza z wanilii i pustynnego durmana nadaje zapachowi zmysłowego, długotrwałego finiszu. To wibrujący, optymistyczny zapach idealny na specjalne okazje.",10,True,products/IMG-20260409-WA0290.jpg
La vie est belle,Lancôme,lancome-la-vie-est-belle-k-3,200,K,floral,edp,"Top: black currant, pear; Heart: iris, jasmine, orange blossom; Base: patchouli, tonka bean, vanilla, praline",strong,daily,"La vie est belle to kultowa, słodko-kwiatowa kompozycja, która jest olfaktorycznym tłumaczeniem szczęścia. Otwiera się soczystymi nutami czarnej porzeczki i gruszki. W sercu dominuje bukiet kwiatów: jaśmin, pudrowy irys i słodki kwiat pomarańczy. Baza z paczuli, fasolki tonka, wanilii i praliné tworzy ciepły, otulający i długotrwały finisz. Idealny dla kobiet na co dzień, dodający pewności siebie.",10,True,products/IMG-20260409-WA0291.jpg
Mandarino di Amalfi,Tom Ford,tom-ford-mandarino-di-amalfi-u-1,200,U,fresh,edp,"Top: tarragon, mint, black currant, grapefruit, lemon, basil; Heart: black pepper, coriander, orange blossom, clary sage, shiso, jasmine; Base: vetiver, amber, labdanum, musk, civet",light,special,"Mandarino di Amalfi to świeża, a zarazem zmysłowa kompozycja unisex z kolekcji Private Blend. Otwiera się soczystymi, tonicznymi nutami cytrusów, mięty i bazylii, przywodząc na myśl beztroskie wakacje na włoskim wybrzeżu. W sercu pojawiają się aromatyczne zioła i kwiaty, które nadają zapachowi głębi. Baza z ambry, piżma i cywetu dodaje mu nieoczekiwanie zmysłowego, seksownego charakteru. Idealny na specjalne okazje, szczególnie w ciepłe dni.",10,True,products/IMG-20260409-WA0292.jpg
Black Orchid,Tom Ford,tom-ford-black-orchid-u,200,U,floral,edp,"Top: black truffle, ylang-ylang, bergamot, bitter orange; Heart: black orchid, fruity notes, gardenia, jasmine, lotus; Base: patchouli, vanilla, incense, amber, sandalwood, vetiver, white musk",strong,special,"Black Orchid to ikoniczna, zmysłowa i odważna kompozycja unisex, która na zawsze zmieniła świat perfum. Otwiera się afrodyzjakalnymi nutami czarnej trufli i ylang-ylang, przełamanych musującą bergamotką i gorzką pomarańczą. W sercu dominuje egzotyczna czarna orchidea, otoczona rumem i słodką czarną śliwką. Głęboka, drzewno-paczulowa baza z wanilią i kadzidłem tworzy długotrwały, aksamitny ślad. Idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0293.jpg
Acqua di Gio Profondo,Giorgio Armani,giorgio-armani-acqua-di-gio-profondo-m,200,M,fresh,edp,"Top: bergamot, lemon, green mandarin; Heart: rosemary, lavender, cypress, lentisk; Base: patchouli, musk, mineral amber accord",strong,daily,"Acqua di Giò Profondo to głęboka, morska i mineralna interpretacja kultowej linii Acqua di Giò. Otwiera się świeżą, słoneczną eksplozją bergamotki, cytryny i zielonej mandarynki. W sercu aromatyczna lawenda i rozmaryn przeplatają się z żywicznym cyprysem, oddając esencję śródziemnomorskiej roślinności. Baza z paczuli, piżma i mineralnego bursztynowego akordu nadaje zapachowi zmysłowej, solnej głębi. Idealny na co dzień, dla mężczyzn ceniących świeżość i charakter.",10,True,products/IMG-20260409-WA0294.jpg
Stronger With You Absolutely,Emporio Armani,emporio-armani-stronger-with-you-absolutely-m,200,M,oriental,edp,"Top: rum accord, bergamot, elemi; Heart: lavender; Base: smoky cedarwood, vanilla, chestnut, patchouli",strong,special,"Stronger With You Absolutely to intensywna, likierowa i uzależniająca kompozycja dla mężczyzn. Otwiera się bogatym, ciepłym akordem rumu i bergamotki, który nadaje zapachowi wyrazistego, alkoholowego charakteru. W sercu wyczuwalna jest aromatyczna lawenda, która dodaje świeżości. Baza z dymnego cedru, wanilii i kasztana tworzy słodki, głęboki i długotrwały finisz. Idealny na wieczorne wyjścia i specjalne okazje, dla pewnych siebie mężczyzn.",10,True,products/IMG-20260409-WA0295.jpg
Scandal Le Parfum,Jean Paul Gaultier,jean-paul-gaultier-scandal-le-parfum-k-1,200,K,oriental,edp,"Top: jasmine; Heart: salted caramel; Base: black vanilla, woody notes, leather",strong,special,"Scandal Le Parfum to intensywna, skandalicznie zmysłowa kompozycja dla kobiet, która jest hołdem dla odwagi i pewności siebie. Otwiera się olśniewającą, kwiatową nutą jaśminu, która nie bo się robić wrażenia. W sercu wyczuwalny jest słony karmel, który rozpływa się na skórze, nadając zapachowi nieodpartej, słodkiej głębi. Baza z czarnej wanilii i drzewno-skórzanych nut tworzy zmysłowy, długotrwały finisz. Idealny na wieczorne wyjścia, przyciągający uwagę.",10,True,products/IMG-20260409-WA0296.jpg
Stronger With You Intensely,Emporio Armani,emporio-armani-stronger-with-you-intensely-m,200,M,oriental,edp,"Top: pink pepper, juniper, violet; Heart: toffee, cinnamon, lavender, sage; Base: vanilla, tonka bean, amber, suede",strong,special,"Stronger With You Intensely to intensywna, słodko-gourmandowa kompozycja dla mężczyzn. Otwiera się odważnym, pikantnym różowym pieprzem, który nadaje zapachowi energetycznego charakteru. W sercu słodki toffee i cynamon łączą się z aromatyczną lawendą, tworząc uzależniający, słodko-korzenną mieszankę. Baza z wanilii, ambry i zamszu zapewnia głęboki, ciepły i bardzo trwały finisz. Idealny na wieczorne wyjścia i chłodniejsze miesiące.",10,True,products/IMG-20260409-WA0297.jpg
Eros,Versace,versace-eros-m,200,M,oriental,edt,"Top: mint, green apple, lemon; Heart: tonka bean, geranium, ambroxan; Base: vanilla, vetiver, cedar, oakmoss",strong,daily,"Eros to aromatyczna, orientalno-drzewna woda toaletowa dla mężczyzn, inspirowana greckim bogiem miłości. Otwiera się orzeźwiającą mieszanką mięty, zielonego jabłka i cytryny, która dodaje energii i świeżości. W sercu wyczuwalne są fasolka tonka, geranium i ambroxan, nadające zapachowi zmysłowego, słodkawego charakteru. Baza z wanilii, wetywerii, cedru i mchu dębowego tworzy ciepły, głęboki i długotrwały finisz. Idealny na co dzień, dla pewnych siebie, dynamicznych mężczyzn.",10,True,products/IMG-20260409-WA0298.jpg
THE SKULL the black bottle,Philipp Plein,philipp-plein-the-skull-the-black-bottle-u,250,U,woody,edp,"Top: aquatic notes, cardamom, black pepper; Heart: dark woods, leather; Base: bourbon vanilla, black amber",strong,special,"The $kull to odważna, unisexowa kompozycja, która jest hołdem dla życia i wolności. Stworzona przez mistrza perfumiarstwa Alberto Morillasa, otwiera się pikantną mieszanką kardamonu i czarnego pieprzu z wodnymi nutami. W sercu wyczuwalne są ciemne, szlachetne drewna i skóra, które nadają zapachowi mrocznego, rockowego charakteru. Baza z bourbonowej wanilii i czarnego bursztynu tworzy słodki, zmysłowy i niezwykle trwały finisz. Idealny na wieczorne wyjścia, dla osób o buntowniczym duchu.",10,True,products/IMG-20260409-WA0299.jpg
THE SKULL gold edition,Philipp Plein,philipp-plein-the-skull-gold-edition-u,250,U,woody,edp,"Top: aquatic notes, bergamot, ginger; Heart: black pepper, cardamom, cinnamon, cloves, star anise; Base: incense, dark chocolate, black amber, bourbon vanilla, cedarwood, patchouli, oud-leather",strong,special,"The $kull Gold Edition to limitowana, ultraluksusowa wersja ikonicznego zapachu The $kull. Ta orientalno-drzewna kompozycja o stężeniu parfum otwiera się świeżością bergamotki i imbiru z wodnymi akcentami. W sercu wybucha intensywna, korzenna mieszanka czarnego pieprzu, kardamonu, cynamonu, goździków i anyżu gwiazdkowego. Głęboka, żywiczna baza z kadzidła, ciemnej czekolady, bourbonowej wanilii, czarnego bursztynu, cedru, paczuli i skórzano-oudowego akordu tworzy niezwykle trwały, zmysłowy i magnetyczny ślad. Idealny na wyjątkowe, wieczorowe okazje.",10,True,products/IMG-20260409-WA0300.jpg
Invictus Victory,Paco Rabanne,paco-rabanne-invictus-victory-m,200,M,oriental,edp,"Top: pink pepper, lemon; Heart: olibanum, lavender; Base: vanilla, tonka bean, amber",strong,special,"Invictus Victory to amberyzująca, rozgrzewająca kompozycja dla mężczyzn, która celebruje zwycięstwo. Otwiera się świeżością cytryny i różowego pieprzu, przechodząc w dymne serce z kadzidłem i lawendą. Głęboka, słodka baza z wanilii, fasolki tonka i bursztynu tworzy uzależniający, długotrwały finisz. To idealny zapach na wieczorne wyjścia i specjalne okazje, dla pewnych siebie mężczyzn.",10,True,products/IMG-20260409-WA0301.jpg
Wanted By Night,Azzaro,azzaro-wanted-by-night-m,200,M,oriental,edp,"Top: cinnamon, mandarin orange, lavender, lemon; Heart: fruity notes, incense, red cedar, cumin; Base: tobacco, vanilla, cedar, leather, benzoin, cypress, patchouli",strong,special,"Wanted By Night to korzenno-drzewna kompozycja dla mężczyzn, stworzona na wieczorne wypady. Otwiera się rozgrzewającym cynamonem i cytrusami, przechodząc w zmysłowe serce z kadzidłem i kminkiem. Baza z tytoniu, wanilii, skóry i paczuli nadaje mu głębokiego, słodko-dymnego charakteru. Zapach jest intensywny, długotrwały i idealny na wieczorne wyjścia oraz specjalne okazje, szczególnie w chłodniejsze miesiące.",10,True,products/IMG-20260409-WA0302.jpg
N°5,Chanel,chanel-n5-k-1,200,K,floral,edp,"Top: aldehydes, ylang-ylang, neroli, bergamot, peach; Heart: iris, jasmine, rose, lily-of-the-valley; Base: sandalwood, vanilla, oakmoss, vetiver, patchouli",light,special,"N°5 to ikoniczny, ponadczasowy zapach, który na zawsze zmienił świat perfumiarstwa. Ta kwiatowo-aldehydowa kompozycja, stworzona przez Ernesta Beaux, otwiera się abstrakcyjnym, świeżym akordem aldehydów i kwiatów. W sercu rozkwita bukiet jaśminu, róży i irysa, a baza z drzewa sandałowego, wanilii i mchu dębowego nadaje mu eleganckiego, pudrowego charakteru. To symbol kobiecości i luksusu, idealny na specjalne okazje.",10,True,products/IMG-20260409-WA0303.jpg
Oud Wood,Tom Ford,tom-ford-oud-wood-u-1,200,U,woody,edp,"Top: cardamom, pink pepper, rosewood; Heart: oud, sandalwood, vetiver; Base: tonka bean, vanilla, amber",strong,special,"Oud Wood to przełomowa, unisexowa kompozycja, która uczyniła drewno oud dostępnym dla szerokiego grona odbiorców. Otwiera się egzotycznymi przyprawami, takimi jak kardamon i różowy pieprz, przechodząc w serce z rzadkiego oudu, sandałowca i wetywerii. Ciepła, zmysłowa baza z fasolki tonka, wanilii i bursztynu nadaje mu eleganckiego, długotrwałego charakteru. Idealny na wieczorne wyjścia, dla tych, którzy cenią sobie luksus i wyrafinowanie.",10,True,products/IMG-20260409-WA0304.jpg
Flora Gorgeous Gardenia,Gucci,gucci-flora-gorgeous-gardenia-k-1,200,K,floral,edp,"Top: pear blossom, Italian mandarin, red berries; Heart: white gardenia, jasmine absolute, frangipani; Base: patchouli, brown sugar accord",light,daily,"Flora Gorgeous Gardenia to radosna, kwiatowa kompozycja dla kobiet, która jest słonecznym eliksirem szczęścia. Otwiera się żywym, owocowym akordem gruszki i czerwonych jagód, przechodząc w serce z białej gardenii, jaśminu i frangipani. Baza z paczuli i brązowego cukru nadaje zapachowi delikatnej słodyczy i głębi. To idealny, optymistyczny zapach na co dzień, który dodaje energii i pewności siebie.",10,True,products/IMG-20260409-WA0305.jpg
Bloom,Gucci,gucci-bloom-k-2,200,K,floral,edp,"Top: coral jasmine; Heart: tuberose petals, jasmine sambac absolute; Base: peru balsam absolute, vanilla",light,special,"Bloom to kwiatowa kompozycja, która przenosi do pływającego ogrodu marzeń. Otwiera się świetlistą, nocną coral jasmine, która nadaje zapachowi słonecznej, bursztynowej intensywności. W sercu rozkwita bukiet tuberozy i jaśminu sambac, tworząc bogaty, biały kwiatowy akord. Baza z balsamu peruwiańskiego i wanilii nadaje mu kremowej, otulającej słodyczy. To zmysłowy, długotrwały zapach idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0306.jpg
Noir,Tom Ford,tom-ford-noir-u,200,U,oriental,edp,"Top: bergamot, verbena, caraway, pink pepper, violet; Heart: black pepper, nutmeg, iris, geranium, rose, clary sage; Base: opoponax, amber, patchouli, vetiver, civet, vanilla",strong,special,"Noir to zmysłowa, orientalno-kwiatowa kompozycja unisex, która jest hołdem dla mrocznej, uwodzicielskiej strony natury. Otwiera się świeżością bergamotki i werbeny, przechodząc w pikantne serce z czarnego pieprzu, gałki muszkatołowej i kwiatów. Głęboka, żywiczna baza z opoponaksu, ambry, paczuli i wanilii tworzy niezwykle zmysłowy, długotrwały ślad. Idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0307.jpg
Scandal Le Parfum,Jean Paul Gaultier,jean-paul-gaultier-scandal-le-parfum-k-2,200,K,oriental,edp,Top: jasmine; Heart: salted caramel; Base: black vanilla,strong,special,"Scandal Le Parfum to skandalicznie zmysłowa, orientalno-kwiatowa kompozycja dla kobiet, która nie bo się robić wrażenia. Otwiera się olśniewającą, kwiatową nutą jaśminu, która od razu przyciąga uwagę. W sercu wyczuwalny jest słony karmel, który rozpływa się na skórze, nadając zapachowi nieodpartej, słodkiej głębi. Baza z czarnej wanilii tworzy zmysłowy, długotrwały finisz. Idealny na wieczorne wyjścia, dla pewnych siebie kobiet.",10,True,products/IMG-20260409-WA0308.jpg
Scandal By Night,Jean Paul Gaultier,jean-paul-gaultier-scandal-by-night-k-2,200,K,oriental,edp,"Top: citrus, honey; Heart: tuberose, nard; Base: patchouli, tonka bean, sandalwood",strong,special,"Scandal By Night to jeszcze bardziej opulenta, wieczorowa wersja kultowego Scandala. Ta orientalno-kwiatowa kompozycja otwiera się słodkim, miodowym akordem z akcentem cytrusów. W sercu rozkwita kremowa tuberoza, która nadaje zapachowi głębi i elegancji. Baza z paczuli, fasolki tonka i sandałowca tworzy ciepły, zmysłowy i długotrwały finisz. Idealny na wieczorne wyjścia i specjalne okazje, dla odważnych kobiet.",10,True,products/IMG-20260409-WA0309.jpg
I Want Choo Le Parfum,Jimmy Choo,jimmy-choo-i-want-choo-le-parfum-k-1,200,K,woody,edp,"Top: pear, gardenia, blackberry; Heart: jasmine, patchouli, ambrette; Base: moss, amber, sandalwood, praline",strong,special,"I Want Choo Le Parfum to hołd dla kobiecych przyjaźni i niezapomnianych wieczorów. Ta bursztynowo-kwiatowo-drzewna kompozycja otwiera się wibrującą gruszką i słonecznymi białymi kwiatami. W sercu słodki jaśmin łączy się z paczulą i ambrette, a baza z mchu, bursztynu, drzewa sandałowego i praliné zapewnia długotrwały, zmysłowy ślad. Idealny na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0310.jpg
Tony Iommi Monkey special perfume,XERJOFF,xerjoff-tony-iommi-monkey-special-perfume-u,250,U,oriental,parfum,"Top: bergamotka, rum, geranium, marakuja; Heart: cynamon, paczula, skóra, róża; Base: drzewo sandałowe, wanilia, karmel, labdanum, piżmo",strong,special,"Tony Iommi Monkey Special to hołd dla gitarzysty Black Sabbath, łączący świat muzyki z perfumiarstwem. Otwiera się cytrusową bergamotką, kwiatowym geranium i nutą marakui w kontraście z ciemnym rumem. W sercu wyczuwalny jest rozgrzewający cynamon, ziemista paczula i szlachetna skóra. Baza z sandałowca, wanilii, karmelu i piżma zapewnia długotrwały, zmysłowy ślad. Idealny na wieczorne wyjścia.",10,True,products/IMG-20260409-WA0313.jpg
Vanilla 28,KAYALI,kayali-vanilla-28-u-1,200,U,oriental,edp,"Top: jaśmin, wanilia; Heart: fasola tonka, brązowy cukier; Base: bursztyn, drzewo bursztynowe, piżmo, paczula",strong,special,"Vanilla 28 marki KAYALI to bogata, głęboka kompozycja z rodziny orientalno-gourmand. Zapach otwiera się kremowym jaśminem i waniliową orchideą, przechodząc w słodkie serce brazylijskiej fasoli tonka i brązowego cukru. Baza z bursztynu, drzewa bursztynowego, piżma i paczuli nadaje mu zmysłowego, otulającego charakteru. Idealny na specjalne okazje, świetnie sprawdza się jako baza do warstwowania z innymi zapachami.",10,True,products/IMG-20260409-WA0314.jpg
